testfile,Naive_CPDP_RF,Zscore_CPDP_RF,Zscore_SMOTE_CPDP_RF,Zscore_SMOTE_iFF_CPDP_RF,Zscore_WiFF_CPDP_RF,Zscore_WiFFplusL_CPDP_RF
ivy-2.0.csv,0.358974359,0.382653061,0.486725664,0.405405405,0.219512195,0.568181818
ivy-2.0.csv,0.338541667,0.349462366,0.444444444,0.150753769,0.277777778,0.576271186
jedit-4.3.csv,0.174418605,0.144508671,0.136363636,0.035211268,0.077319588,0.104790419
jedit-4.3.csv,0.168539326,0.168539326,0.13215859,0.035460993,0.108108108,0.107692308
jedit-4.3.csv,0.152439024,0.148809524,0.130434783,0.144927536,0.03125,0.105740181
jedit-4.3.csv,0.161290323,0.164835165,0.133928571,0.032679739,0.02994012,0.110410095
jedit-4.3.csv,0.152439024,0.147928994,0.136363636,0,0.029761905,0.104790419
jedit-4.3.csv,0.141242938,0.142045455,0.135135135,0.040983607,0.126262626,0.108695652
jedit-4.3.csv,0.147058824,0.148809524,0.135135135,0.036231884,0.067114094,0.106382979
jedit-4.3.csv,0.138121547,0.144508671,0.129310345,0.037037037,0.097402597,0.111821086
jedit-4.3.csv,0.144508671,0.144508671,0.131578947,0.038167939,0.062111801,0.105740181
jedit-4.3.csv,0.154320988,0.149700599,0.131004367,0.09375,0.108695652,0.103550296
jedit-4.3.csv,0.173410405,0.175438596,0.127118644,0.033112583,0.038167939,0.109375
jedit-4.3.csv,0.15060241,0.15060241,0.112612613,0.034246575,0.089285714,0.110410095
jedit-4.3.csv,0.171428571,0.173410405,0.132743363,0.034482759,0.091463415,0.106382979
jedit-4.3.csv,0.168539326,0.148809524,0.135746606,0,0,0.106707317
jedit-4.3.csv,0.172413793,0.170454545,0.136986301,0.033557047,0.066225166,0.113636364
jedit-4.3.csv,0.171428571,0.170454545,0.132743363,0.039370079,0.031055901,0.105105105
jedit-4.3.csv,0.172413793,0.166666667,0.137614679,0.035971223,0.075757576,0.111111111
jedit-4.3.csv,0.162337662,0.15625,0.136363636,0.041322314,0.09202454,0.110410095
jedit-4.3.csv,0.152439024,0.152439024,0.133928571,0,0.088757396,0.106707317
jedit-4.3.csv,0.154320988,0.147058824,0.127659574,0.03875969,0.160427807,0.114006515
jedit-4.3.csv,0.176470588,0.173410405,0.125523013,0.044247788,0.035714286,0.109375
jedit-4.3.csv,0.143678161,0.147928994,0.13215859,0.0390625,0.031847134,0.110062893
jedit-4.3.csv,0.168539326,0.164835165,0.110619469,0.035460993,0.09202454,0.109034268
jedit-4.3.csv,0.149700599,0.152439024,0.130434783,0,0.067567568,0.108695652
jedit-4.3.csv,0.149700599,0.15060241,0.139534884,0.03875969,0.057803468,0.115131579
jedit-4.3.csv,0.170454545,0.149700599,0.128205128,0.105820106,0.064935065,0.109717868
jedit-4.3.csv,0.169491525,0.164835165,0.140186916,0,0.037593985,0.108359133
jedit-4.3.csv,0.14619883,0.174418605,0.131578947,0.057471264,0.031847134,0.116666667
jedit-4.3.csv,0.170454545,0.144508671,0.130434783,0.032258065,0.032258065,0.110062893
jedit-4.3.csv,0.138121547,0.138888889,0.129310345,0.02994012,0.064516129,0.108359133
log4j-1.1.csv,0.099337748,0.033557047,0.398773006,0.129032258,0.098039216,0.706521739
log4j-1.1.csv,0,0,0.341614907,0.193548387,0.192307692,0.662983425
log4j-1.1.csv,0.099337748,0.130718954,0.396341463,0.306748466,0.159235669,0.690607735
log4j-1.1.csv,0.033557047,0.033557047,0.36809816,0.25,0.220125786,0.72972973
log4j-1.1.csv,0.066666667,0.066666667,0.454545455,0.28125,0.222929936,0.666666667
log4j-1.1.csv,0,0,0.283018868,0.28125,0.221518987,0.679347826
log4j-1.1.csv,0.066666667,0.033333333,0.34591195,0.220125786,0.251572327,0.72972973
log4j-1.1.csv,0.066666667,0.066666667,0.426829268,0.28125,0.16025641,0.690607735
log4j-1.1.csv,0.066666667,0.099337748,0.339506173,0.310559006,0.308641975,0.710382514
log4j-1.1.csv,0.033557047,0,0.36809816,0.283018868,0.189873418,0.702702703
log4j-1.1.csv,0.131578947,0.099337748,0.429447853,0.283018868,0.16025641,0.662983425
log4j-1.1.csv,0.131578947,0.099337748,0.339506173,0.192307692,0.221518987,0.655737705
log4j-1.1.csv,0.098684211,0.131578947,0.426829268,0.25477707,0.221518987,0.714285714
log4j-1.1.csv,0.033557047,0.099337748,0.37037037,0.25,0.283018868,0.690607735
log4j-1.1.csv,0.099337748,0.131578947,0.36809816,0.25,0.21875,0.725806452
log4j-1.1.csv,0.066666667,0.066666667,0.37037037,0.277777778,0.221518987,0.706521739
log4j-1.1.csv,0.033557047,0.066225166,0.424242424,0.3125,0.192307692,0.694444444
log4j-1.1.csv,0.033557047,0.033557047,0.337423313,0.308641975,0.308641975,0.659340659
log4j-1.1.csv,0.131578947,0.099337748,0.398773006,0.221518987,0.221518987,0.666666667
log4j-1.1.csv,0.033333333,0.099337748,0.251572327,0.159235669,0.310559006,0.686813187
log4j-1.1.csv,0.033557047,0.066666667,0.426829268,0.310559006,0.129032258,0.714285714
log4j-1.1.csv,0.066666667,0.131578947,0.36809816,0.25,0.191082803,0.698924731
log4j-1.1.csv,0.066666667,0.098684211,0.314465409,0.221518987,0.36809816,0.733695652
log4j-1.1.csv,0.099337748,0.099337748,0.337423313,0.25,0.191082803,0.718232044
log4j-1.1.csv,0.066666667,0.066666667,0.451807229,0.189873418,0.189873418,0.748663102
log4j-1.1.csv,0.066225166,0.066666667,0.372670807,0.253164557,0.221518987,0.722222222
log4j-1.1.csv,0.066666667,0.066666667,0.339506173,0.159235669,0.337423313,0.737704918
log4j-1.1.csv,0.098684211,0.099337748,0.308641975,0.220125786,0.220125786,0.690607735
log4j-1.1.csv,0.066666667,0.066666667,0.391566265,0.28125,0.158227848,0.679347826
log4j-1.1.csv,0.033557047,0.033557047,0.396341463,0.191082803,0.129032258,0.706521739
lucene-2.0.csv,0.067204301,0.067204301,0.229007634,0.182767624,0.1953125,0.619469027
lucene-2.0.csv,0.080862534,0.054200542,0.242346939,0.194805195,0.231958763,0.627802691
lucene-2.0.csv,0.080428954,0.080428954,0.265822785,0.206185567,0.253164557,0.629213483
lucene-2.0.csv,0.09383378,0.080428954,0.267175573,0.157894737,0.218508997,0.592255125
lucene-2.0.csv,0.119680851,0.119363395,0.265822785,0.171052632,0.288220551,0.622171946
lucene-2.0.csv,0.067385445,0.080428954,0.242346939,0.169712794,0.170603675,0.580865604
lucene-2.0.csv,0.067567568,0.080645161,0.30075188,0.15625,0.143979058,0.664414414
lucene-2.0.csv,0.09383378,0.119680851,0.253164557,0.118421053,0.256410256,0.604026846
lucene-2.0.csv,0.067567568,0.080645161,0.216836735,0.093085106,0.195822454,0.627802691
lucene-2.0.csv,0.106951872,0.106951872,0.230179028,0.157480315,0.314861461,0.630630631
lucene-2.0.csv,0.080645161,0.080645161,0.267175573,0.182291667,0.230179028,0.633333333
lucene-2.0.csv,0.080645161,0.09383378,0.229591837,0.169270833,0.18134715,0.652654867
lucene-2.0.csv,0.080645161,0.106666667,0.242966752,0.231362468,0.219638243,0.673289183
lucene-2.0.csv,0.080645161,0.09383378,0.240506329,0.168393782,0.253807107,0.655555556
lucene-2.0.csv,0.093582888,0.080428954,0.253807107,0.15625,0.167958656,0.636160714
lucene-2.0.csv,0.053908356,0.040540541,0.266497462,0.143979058,0.219072165,0.639013453
lucene-2.0.csv,0.067024129,0.080213904,0.243589744,0.231958763,0.169712794,0.561926606
lucene-2.0.csv,0.094086022,0.094086022,0.301507538,0.144356955,0.194805195,0.633484163
lucene-2.0.csv,0.053908356,0.067204301,0.266497462,0.170157068,0.303797468,0.629213483
lucene-2.0.csv,0.067385445,0.067385445,0.288944724,0.130548303,0.217948718,0.64159292
lucene-2.0.csv,0.067204301,0.106666667,0.324189526,0.229591837,0.181818182,0.652654867
lucene-2.0.csv,0.054054054,0.067385445,0.303797468,0.131926121,0.303797468,0.651685393
lucene-2.0.csv,0.119680851,0.093333333,0.301507538,0.118421053,0.23255814,0.629213483
lucene-2.0.csv,0.067204301,0.093582888,0.325814536,0.169270833,0.302267003,0.595505618
lucene-2.0.csv,0.09383378,0.080645161,0.230769231,0.182291667,0.255102041,0.658482143
lucene-2.0.csv,0.081081081,0.094086022,0.289672544,0.194300518,0.267857143,0.61784897
lucene-2.0.csv,0.09383378,0.106951872,0.241116751,0.180878553,0.291878173,0.599547511
lucene-2.0.csv,0.094086022,0.094086022,0.230769231,0.207792208,0.119363395,0.566893424
lucene-2.0.csv,0.080645161,0.080645161,0.253807107,0.23255814,0.281329923,0.589569161
lucene-2.0.csv,0.067385445,0.067385445,0.241116751,0.182291667,0.241116751,0.655555556
poi-2.0.csv,0.242424242,0.236686391,0.327102804,0.283018868,0.3125,0.459558824
poi-2.0.csv,0.213414634,0.214723926,0.272727273,0.210280374,0.369565217,0.370919881
poi-2.0.csv,0.204678363,0.205882353,0.294117647,0.203045685,0.452261307,0.380952381
poi-2.0.csv,0.231213873,0.231213873,0.380952381,0.349344978,0.358851675,0.383386581
poi-2.0.csv,0.266272189,0.210843373,0.376884422,0.295566502,0.353773585,0.372670807
poi-2.0.csv,0.212121212,0.208333333,0.352112676,0.235849057,0.257731959,0.352760736
poi-2.0.csv,0.179640719,0.180722892,0.331858407,0.25862069,0.305164319,0.349206349
poi-2.0.csv,0.212121212,0.233918129,0.405405405,0.238095238,0.391705069,0.363036304
poi-2.0.csv,0.178571429,0.207100592,0.410958904,0.289473684,0.406698565,0.45
poi-2.0.csv,0.209580838,0.209580838,0.291479821,0.153061224,0.315533981,0.370967742
poi-2.0.csv,0.181818182,0.210843373,0.348258706,0.261780105,0.297029703,0.37037037
poi-2.0.csv,0.179640719,0.177514793,0.408653846,0.266990291,0.25,0.405405405
poi-2.0.csv,0.182926829,0.15060241,0.357142857,0.277777778,0.215311005,0.368589744
poi-2.0.csv,0.208333333,0.205882353,0.352112676,0.279069767,0.266990291,0.350609756
poi-2.0.csv,0.180722892,0.181818182,0.384615385,0.202702703,0.247747748,0.424028269
poi-2.0.csv,0.212121212,0.208333333,0.321100917,0.296610169,0.375586854,0.379746835
poi-2.0.csv,0.178571429,0.177514793,0.38277512,0.238095238,0.36036036,0.350877193
poi-2.0.csv,0.185185185,0.18404908,0.318627451,0.295566502,0.315533981,0.367412141
poi-2.0.csv,0.212121212,0.214723926,0.348837209,0.210526316,0.233160622,0.347222222
poi-2.0.csv,0.204678363,0.174418605,0.330188679,0.218340611,0.283018868,0.383435583
poi-2.0.csv,0.210843373,0.210843373,0.309734513,0.304568528,0.256410256,0.378548896
poi-2.0.csv,0.205882353,0.176470588,0.303738318,0.365296804,0.282485876,0.369230769
poi-2.0.csv,0.182926829,0.179640719,0.379146919,0.216346154,0.365853659,0.385802469
poi-2.0.csv,0.214723926,0.209580838,0.404761905,0.245535714,0.413043478,0.355987055
poi-2.0.csv,0.180722892,0.212121212,0.355450237,0.257009346,0.187165775,0.354938272
poi-2.0.csv,0.242424242,0.212121212,0.372093023,0.157068063,0.436681223,0.363636364
poi-2.0.csv,0.210843373,0.214723926,0.325581395,0.245535714,0.410958904,0.362537764
poi-2.0.csv,0.238095238,0.236686391,0.337837838,0.329949239,0.366492147,0.432330827
poi-2.0.csv,0.182926829,0.214723926,0.384615385,0.196850394,0.36199095,0.422077922
poi-2.0.csv,0.182926829,0.182926829,0.344827586,0.231481481,0.347826087,0.323076923
redaktor-1.csv,0.040650407,0.041666667,0.198675497,0.14084507,0.142857143,0.344827586
redaktor-1.csv,0,0,0.170068027,0.102040816,0.103448276,0.330188679
redaktor-1.csv,0.081967213,0.078740157,0.173611111,0.07518797,0.243055556,0.309278351
redaktor-1.csv,0.041322314,0,0.168918919,0.153846154,0.15037594,0.321782178
redaktor-1.csv,0.083333333,0.081967213,0.173611111,0.204081633,0.070921986,0.306122449
redaktor-1.csv,0.043103448,0.042372881,0.13986014,0.107913669,0.178571429,0.339805825
redaktor-1.csv,0,0,0.142857143,0.075757576,0.071428571,0.360576923
redaktor-1.csv,0.043859649,0,0.172413793,0.106382979,0.068493151,0.320197044
redaktor-1.csv,0.084033613,0.125,0.165562914,0.076335878,0.130718954,0.325
redaktor-1.csv,0,0,0.162337662,0.108695652,0.07518797,0.341463415
redaktor-1.csv,0.042016807,0.041322314,0.194805195,0.174825175,0.070422535,0.325
redaktor-1.csv,0.082644628,0.084033613,0.182481752,0.078740157,0.115384615,0.367647059
redaktor-1.csv,0.040983607,0.040322581,0.164473684,0.072463768,0.112781955,0.292682927
redaktor-1.csv,0,0,0.138888889,0.067567568,0.210843373,0.3
redaktor-1.csv,0.040650407,0.040322581,0.166666667,0.07518797,0.104895105,0.331632653
redaktor-1.csv,0.082644628,0.042372881,0.206896552,0.07518797,0.0390625,0.331632653
redaktor-1.csv,0,0.043478261,0.213414634,0.078125,0.136986301,0.365853659
redaktor-1.csv,0.040983607,0,0.162337662,0.183823529,0.208333333,0.297029703
redaktor-1.csv,0.081967213,0.081300813,0.172413793,0.075757576,0.075757576,0.326633166
redaktor-1.csv,0.086206897,0.043103448,0.136054422,0.068493151,0.072463768,0.307692308
redaktor-1.csv,0.082644628,0.081967213,0.211267606,0.078740157,0.15625,0.325
redaktor-1.csv,0.083333333,0.085470085,0.170068027,0.177304965,0.206896552,0.346534653
redaktor-1.csv,0.04,0.080645161,0.171232877,0.073529412,0.111111111,0.303030303
redaktor-1.csv,0,0,0.179856115,0.074626866,0.07518797,0.325
redaktor-1.csv,0.079365079,0.080645161,0.161290323,0.08,0.138888889,0.343137255
redaktor-1.csv,0.078740157,0.078740157,0.165562914,0.147058824,0.171232877,0.320197044
redaktor-1.csv,0,0,0.129032258,0.110294118,0.076335878,0.304568528
redaktor-1.csv,0,0,0.136054422,0.076923077,0.149253731,0.38277512
redaktor-1.csv,0.040983607,0,0.161290323,0.16025641,0.159235669,0.331753555
redaktor-1.csv,0,0,0.13986014,0.08,0.078125,0.323383085
synapse-1.2.csv,0.204918033,0.179063361,0.372750643,0.351758794,0.415617128,0.666666667
synapse-1.2.csv,0.190735695,0.191256831,0.350649351,0.28,0.392405063,0.694736842
synapse-1.2.csv,0.204918033,0.178082192,0.417721519,0.208877285,0.334190231,0.6875
synapse-1.2.csv,0.178571429,0.165745856,0.333333333,0.212765957,0.198412698,0.66518847
synapse-1.2.csv,0.191256831,0.230978261,0.323834197,0.217391304,0.368020305,0.682302772
synapse-1.2.csv,0.204918033,0.191256831,0.334190231,0.23872679,0.318877551,0.626349892
synapse-1.2.csv,0.165289256,0.164835165,0.358056266,0.274151436,0.365239295,0.653526971
synapse-1.2.csv,0.138504155,0.165289256,0.348837209,0.298701299,0.433168317,0.649895178
synapse-1.2.csv,0.217983651,0.192307692,0.349740933,0.272727273,0.332480818,0.693277311
synapse-1.2.csv,0.164383562,0.177111717,0.346153846,0.286458333,0.368020305,0.685654008
synapse-1.2.csv,0.216216216,0.22972973,0.368020305,0.261096606,0.284974093,0.664556962
synapse-1.2.csv,0.178571429,0.164383562,0.347043702,0.224867725,0.284974093,0.656455142
synapse-1.2.csv,0.178571429,0.192307692,0.382653061,0.269922879,0.30848329,0.652654867
synapse-1.2.csv,0.203804348,0.203804348,0.345268542,0.279255319,0.342639594,0.65625
synapse-1.2.csv,0.216802168,0.204918033,0.310077519,0.224274406,0.427135678,0.66017316
synapse-1.2.csv,0.219178082,0.244565217,0.322997416,0.284237726,0.250659631,0.61784897
synapse-1.2.csv,0.165745856,0.165745856,0.320512821,0.213903743,0.431034483,0.64516129
synapse-1.2.csv,0.191780822,0.164835165,0.348837209,0.252659574,0.313315927,0.630434783
synapse-1.2.csv,0.153203343,0.206043956,0.372750643,0.396419437,0.346153846,0.68788501
synapse-1.2.csv,0.244565217,0.243902439,0.358056266,0.25198939,0.34351145,0.684647303
synapse-1.2.csv,0.230352304,0.217983651,0.360824742,0.261780105,0.293367347,0.698689956
synapse-1.2.csv,0.190735695,0.216216216,0.350649351,0.342639594,0.358974359,0.588235294
synapse-1.2.csv,0.217983651,0.217983651,0.371794872,0.197368421,0.342639594,0.607375271
synapse-1.2.csv,0.165745856,0.165289256,0.334190231,0.346153846,0.330788804,0.663157895
synapse-1.2.csv,0.179063361,0.192307692,0.323834197,0.30104712,0.320512821,0.682773109
synapse-1.2.csv,0.215633423,0.216216216,0.391414141,0.275590551,0.367088608,0.629213483
synapse-1.2.csv,0.203804348,0.229110512,0.320512821,0.271317829,0.376884422,0.649350649
synapse-1.2.csv,0.138121547,0.151515152,0.361757106,0.213903743,0.336787565,0.581395349
synapse-1.2.csv,0.191780822,0.230978261,0.289473684,0.3515625,0.334190231,0.70230608
synapse-1.2.csv,0.204918033,0.217983651,0.371794872,0.272020725,0.277044855,0.587583149
