testfile,Naive_CPDP_RF,Zscore_CPDP_RF,Zscore_SMOTE_CPDP_RF,Zscore_SMOTE_iFF_CPDP_RF,Zscore_WiFFplusL_CPDP_RF,Zscore_WiFF_CPDP_RF
camel-1.6.csv,0.047619048,0.055341055,0.173745174,0.15958816,0.323037323,0.146718147
camel-1.6.csv,0.069498069,0.070785071,0.205920206,0.146718147,0.355212355,0.145431145
camel-1.6.csv,0.056628057,0.059202059,0.163449163,0.12998713,0.347490347,0.126126126
camel-1.6.csv,0.048906049,0.055341055,0.175032175,0.141570142,0.337194337,0.145431145
camel-1.6.csv,0.061776062,0.064350064,0.173745174,0.158301158,0.368082368,0.15958816
camel-1.6.csv,0.052767053,0.05019305,0.153153153,0.137709138,0.307593308,0.087516088
camel-1.6.csv,0.041184041,0.038610039,0.196911197,0.171171171,0.352638353,0.138996139
camel-1.6.csv,0.059202059,0.05019305,0.203346203,0.155727156,0.369369369,0.149292149
camel-1.6.csv,0.059202059,0.059202059,0.164736165,0.113256113,0.325611326,0.151866152
camel-1.6.csv,0.056628057,0.059202059,0.151866152,0.124839125,0.298584299,0.133848134
camel-1.6.csv,0.052767053,0.055341055,0.187902188,0.157014157,0.32046332,0.131274131
camel-1.6.csv,0.052767053,0.054054054,0.185328185,0.153153153,0.315315315,0.148005148
camel-1.6.csv,0.073359073,0.074646075,0.205920206,0.16988417,0.361647362,0.144144144
camel-1.6.csv,0.077220077,0.078507079,0.193050193,0.144144144,0.324324324,0.095238095
ivy-2.0.csv,0.067307692,0.067307692,0.173076923,0.125,0.342948718,0.125
ivy-2.0.csv,0.064102564,0.070512821,0.141025641,0.134615385,0.330128205,0.131410256
ivy-2.0.csv,0.051282051,0.057692308,0.121794872,0.105769231,0.330128205,0.131410256
ivy-2.0.csv,0.054487179,0.060897436,0.166666667,0.112179487,0.323717949,0.118589744
ivy-2.0.csv,0.051282051,0.048076923,0.147435897,0.096153846,0.358974359,0.092948718
ivy-2.0.csv,0.060897436,0.054487179,0.131410256,0.118589744,0.346153846,0.137820513
ivy-2.0.csv,0.054487179,0.048076923,0.134615385,0.125,0.349358974,0.102564103
ivy-2.0.csv,0.057692308,0.057692308,0.147435897,0.134615385,0.336538462,0.141025641
ivy-2.0.csv,0.054487179,0.057692308,0.153846154,0.108974359,0.362179487,0.144230769
ivy-2.0.csv,0.057692308,0.064102564,0.141025641,0.118589744,0.346153846,0.115384615
ivy-2.0.csv,0.070512821,0.064102564,0.112179487,0.080128205,0.330128205,0.108974359
ivy-2.0.csv,0.073717949,0.067307692,0.163461538,0.121794872,0.342948718,0.108974359
ivy-2.0.csv,0.064102564,0.057692308,0.169871795,0.108974359,0.371794872,0.108974359
ivy-2.0.csv,0.060897436,0.067307692,0.137820513,0.105769231,0.336538462,0.141025641
ivy-2.0.csv,0.064102564,0.060897436,0.141025641,0.112179487,0.365384615,0.131410256
ivy-2.0.csv,0.060897436,0.051282051,0.128205128,0.080128205,0.298076923,0.118589744
ivy-2.0.csv,0.067307692,0.064102564,0.128205128,0.080128205,0.323717949,0.121794872
ivy-2.0.csv,0.057692308,0.060897436,0.150641026,0.125,0.323717949,0.112179487
ivy-2.0.csv,0.054487179,0.060897436,0.134615385,0.141025641,0.330128205,0.144230769
ivy-2.0.csv,0.060897436,0.060897436,0.153846154,0.105769231,0.33974359,0.169871795
ivy-2.0.csv,0.067307692,0.067307692,0.125,0.099358974,0.326923077,0.108974359
ivy-2.0.csv,0.060897436,0.060897436,0.144230769,0.118589744,0.330128205,0.144230769
ivy-2.0.csv,0.064102564,0.064102564,0.150641026,0.108974359,0.342948718,0.115384615
ivy-2.0.csv,0.060897436,0.054487179,0.157051282,0.121794872,0.323717949,0.134615385
ivy-2.0.csv,0.060897436,0.051282051,0.150641026,0.141025641,0.326923077,0.150641026
ivy-2.0.csv,0.051282051,0.048076923,0.131410256,0.099358974,0.365384615,0.144230769
ivy-2.0.csv,0.057692308,0.051282051,0.150641026,0.134615385,0.342948718,0.150641026
ivy-2.0.csv,0.054487179,0.048076923,0.16025641,0.102564103,0.330128205,0.125
ivy-2.0.csv,0.067307692,0.067307692,0.141025641,0.141025641,0.362179487,0.115384615
ivy-2.0.csv,0.060897436,0.041666667,0.144230769,0.105769231,0.323717949,0.086538462
jedit-4.3.csv,0.253638254,0.257796258,0.353430353,0.201663202,0.588357588,0.305613306
jedit-4.3.csv,0.266112266,0.266112266,0.367983368,0.1995842,0.56964657,0.284823285
jedit-4.3.csv,0.239085239,0.247401247,0.374220374,0.326403326,0.582120582,0.239085239
jedit-4.3.csv,0.282744283,0.274428274,0.361746362,0.224532225,0.553014553,0.253638254
jedit-4.3.csv,0.239085239,0.249480249,0.353430353,0.166320166,0.588357588,0.255717256
jedit-4.3.csv,0.266112266,0.264033264,0.357588358,0.16008316,0.563409563,0.30977131
jedit-4.3.csv,0.251559252,0.247401247,0.357588358,0.193347193,0.577962578,0.214137214
jedit-4.3.csv,0.274428274,0.257796258,0.378378378,0.187110187,0.544698545,0.222453222
jedit-4.3.csv,0.257796258,0.257796258,0.37006237,0.178794179,0.582120582,0.239085239
jedit-4.3.csv,0.234927235,0.245322245,0.372141372,0.234927235,0.596673597,0.282744283
jedit-4.3.csv,0.255717256,0.251559252,0.386694387,0.22037422,0.559251559,0.178794179
jedit-4.3.csv,0.243243243,0.243243243,0.35966736,0.20997921,0.553014553,0.251559252
jedit-4.3.csv,0.25987526,0.255717256,0.365904366,0.207900208,0.577962578,0.243243243
jedit-4.3.csv,0.266112266,0.247401247,0.355509356,0.189189189,0.575883576,0.162162162
jedit-4.3.csv,0.257796258,0.261954262,0.351351351,0.216216216,0.534303534,0.218295218
jedit-4.3.csv,0.25987526,0.261954262,0.365904366,0.17047817,0.586278586,0.241164241
jedit-4.3.csv,0.257796258,0.27027027,0.349272349,0.195426195,0.548856549,0.313929314
jedit-4.3.csv,0.218295218,0.230769231,0.353430353,0.158004158,0.553014553,0.241164241
jedit-4.3.csv,0.239085239,0.239085239,0.361746362,0.176715177,0.575883576,0.253638254
jedit-4.3.csv,0.234927235,0.251559252,0.384615385,0.174636175,0.532224532,0.284823285
jedit-4.3.csv,0.249480249,0.255717256,0.392931393,0.141372141,0.559251559,0.197505198
jedit-4.3.csv,0.25987526,0.249480249,0.367983368,0.172557173,0.555093555,0.232848233
jedit-4.3.csv,0.266112266,0.274428274,0.367983368,0.1995842,0.561330561,0.241164241
jedit-4.3.csv,0.245322245,0.239085239,0.374220374,0.16008316,0.563409563,0.212058212
jedit-4.3.csv,0.245322245,0.243243243,0.343035343,0.174636175,0.525987526,0.264033264
jedit-4.3.csv,0.261954262,0.245322245,0.382536383,0.293139293,0.557172557,0.224532225
jedit-4.3.csv,0.264033264,0.274428274,0.340956341,0.197505198,0.565488565,0.182952183
jedit-4.3.csv,0.253638254,0.253638254,0.37006237,0.266112266,0.517671518,0.232848233
jedit-4.3.csv,0.261954262,0.257796258,0.374220374,0.228690229,0.555093555,0.228690229
jedit-4.3.csv,0.274428274,0.272349272,0.378378378,0.253638254,0.565488565,0.226611227
log4j-1.1.csv,0,0,0.027777778,0.041666667,0.138888889,0.027777778
log4j-1.1.csv,0,0,0.027777778,0.013888889,0.125,0.027777778
log4j-1.1.csv,0,0.013888889,0.041666667,0.069444444,0.111111111,0.055555556
log4j-1.1.csv,0,0,0.041666667,0.055555556,0.138888889,0.055555556
log4j-1.1.csv,0,0,0.027777778,0.041666667,0.111111111,0.027777778
log4j-1.1.csv,0.013888889,0.013888889,0.027777778,0.041666667,0.152777778,0.041666667
log4j-1.1.csv,0,0.013888889,0,0.055555556,0.138888889,0.041666667
log4j-1.1.csv,0,0,0.027777778,0.041666667,0.111111111,0.041666667
log4j-1.1.csv,0,0,0.041666667,0.041666667,0.125,0.055555556
log4j-1.1.csv,0,0,0.041666667,0.027777778,0.152777778,0.055555556
log4j-1.1.csv,0,0,0.013888889,0.027777778,0.125,0.041666667
log4j-1.1.csv,0,0,0.041666667,0.027777778,0.152777778,0.041666667
log4j-1.1.csv,0.013888889,0,0.027777778,0.013888889,0.111111111,0.041666667
log4j-1.1.csv,0,0,0.027777778,0.055555556,0.111111111,0.027777778
log4j-1.1.csv,0,0,0.041666667,0.055555556,0.152777778,0.069444444
log4j-1.1.csv,0,0,0.027777778,0.069444444,0.138888889,0.041666667
log4j-1.1.csv,0,0.013888889,0.041666667,0.027777778,0.097222222,0.027777778
log4j-1.1.csv,0,0,0.055555556,0.055555556,0.138888889,0.055555556
log4j-1.1.csv,0,0,0.027777778,0.041666667,0.111111111,0.041666667
log4j-1.1.csv,0.013888889,0,0.041666667,0.055555556,0.125,0.041666667
log4j-1.1.csv,0,0,0.027777778,0.041666667,0.111111111,0.041666667
log4j-1.1.csv,0,0,0.041666667,0.055555556,0.166666667,0.041666667
log4j-1.1.csv,0,0.013888889,0.013888889,0.041666667,0.125,0.041666667
log4j-1.1.csv,0,0,0.055555556,0.055555556,0.097222222,0.041666667
log4j-1.1.csv,0,0,0.041666667,0.055555556,0.152777778,0.055555556
log4j-1.1.csv,0.013888889,0,0.013888889,0.027777778,0.083333333,0.041666667
log4j-1.1.csv,0,0,0.041666667,0.055555556,0.111111111,0.055555556
log4j-1.1.csv,0.013888889,0,0.055555556,0.055555556,0.111111111,0.055555556
log4j-1.1.csv,0,0,0.069444444,0.041666667,0.152777778,0.069444444
log4j-1.1.csv,0,0,0.041666667,0.041666667,0.138888889,0.041666667
lucene-2.0.csv,0.028846154,0.028846154,0.105769231,0.048076923,0.307692308,0.048076923
lucene-2.0.csv,0.009615385,0.009615385,0.086538462,0.057692308,0.25,0.057692308
lucene-2.0.csv,0.028846154,0.028846154,0.096153846,0.076923077,0.240384615,0.105769231
lucene-2.0.csv,0.019230769,0.028846154,0.076923077,0.038461538,0.221153846,0.076923077
lucene-2.0.csv,0.028846154,0.038461538,0.096153846,0.028846154,0.221153846,0.115384615
lucene-2.0.csv,0.019230769,0.028846154,0.086538462,0.057692308,0.230769231,0.038461538
lucene-2.0.csv,0.009615385,0.019230769,0.105769231,0.076923077,0.201923077,0.067307692
lucene-2.0.csv,0.019230769,0.028846154,0.105769231,0.067307692,0.278846154,0.057692308
lucene-2.0.csv,0.009615385,0.019230769,0.105769231,0.048076923,0.25,0.038461538
lucene-2.0.csv,0.019230769,0.019230769,0.086538462,0.048076923,0.230769231,0.076923077
lucene-2.0.csv,0.019230769,0.019230769,0.076923077,0.057692308,0.278846154,0.086538462
lucene-2.0.csv,0.019230769,0.019230769,0.096153846,0.067307692,0.278846154,0.076923077
lucene-2.0.csv,0.019230769,0.028846154,0.076923077,0.067307692,0.269230769,0.057692308
lucene-2.0.csv,0.019230769,0.019230769,0.115384615,0.086538462,0.259615385,0.096153846
lucene-2.0.csv,0.028846154,0.028846154,0.096153846,0.076923077,0.259615385,0.096153846
lucene-2.0.csv,0.028846154,0.028846154,0.086538462,0.067307692,0.240384615,0.067307692
lucene-2.0.csv,0.038461538,0.038461538,0.067307692,0.057692308,0.221153846,0.057692308
lucene-2.0.csv,0.009615385,0.009615385,0.096153846,0.057692308,0.211538462,0.057692308
lucene-2.0.csv,0.028846154,0.028846154,0.086538462,0.048076923,0.240384615,0.067307692
lucene-2.0.csv,0.019230769,0.019230769,0.105769231,0.086538462,0.288461538,0.086538462
lucene-2.0.csv,0.028846154,0.028846154,0.105769231,0.096153846,0.278846154,0.067307692
lucene-2.0.csv,0.019230769,0.019230769,0.067307692,0.048076923,0.221153846,0.067307692
lucene-2.0.csv,0.028846154,0.038461538,0.096153846,0.067307692,0.240384615,0.048076923
lucene-2.0.csv,0.028846154,0.028846154,0.086538462,0.067307692,0.269230769,0.086538462
lucene-2.0.csv,0.019230769,0.019230769,0.076923077,0.057692308,0.240384615,0.076923077
lucene-2.0.csv,0,0.009615385,0.096153846,0.067307692,0.182692308,0.067307692
lucene-2.0.csv,0.019230769,0.019230769,0.105769231,0.086538462,0.240384615,0.067307692
lucene-2.0.csv,0.009615385,0.009615385,0.076923077,0.048076923,0.259615385,0.038461538
lucene-2.0.csv,0.019230769,0.019230769,0.096153846,0.048076923,0.240384615,0.048076923
lucene-2.0.csv,0.019230769,0.019230769,0.105769231,0.057692308,0.259615385,0.105769231
poi-2.0.csv,0.032490975,0.046931408,0.187725632,0.187725632,0.357400722,0.061371841
poi-2.0.csv,0.032490975,0.028880866,0.216606498,0.205776173,0.592057762,0.23465704
poi-2.0.csv,0.057761733,0.054151625,0.216606498,0.14801444,0.516245487,0.119133574
poi-2.0.csv,0.061371841,0.061371841,0.166064982,0.23465704,0.509025271,0.166064982
poi-2.0.csv,0.0433213,0.039711191,0.129963899,0.155234657,0.541516245,0.176895307
poi-2.0.csv,0.036101083,0.046931408,0.180505415,0.194945848,0.559566787,0.129963899
poi-2.0.csv,0.046931408,0.0433213,0.227436823,0.259927798,0.523465704,0.187725632
poi-2.0.csv,0.036101083,0.054151625,0.202166065,0.187725632,0.480144404,0.187725632
poi-2.0.csv,0.050541516,0.050541516,0.19133574,0.111913357,0.451263538,0.158844765
poi-2.0.csv,0.0433213,0.0433213,0.223826715,0.151624549,0.501805054,0.162454874
poi-2.0.csv,0.039711191,0.039711191,0.140794224,0.119133574,0.548736462,0.151624549
poi-2.0.csv,0.046931408,0.054151625,0.155234657,0.16967509,0.570397112,0.151624549
poi-2.0.csv,0.036101083,0.046931408,0.16967509,0.140794224,0.509025271,0.187725632
poi-2.0.csv,0.046931408,0.054151625,0.180505415,0.198555957,0.566787004,0.16967509
poi-2.0.csv,0.0433213,0.039711191,0.158844765,0.23465704,0.400722022,0.227436823
poi-2.0.csv,0.036101083,0.046931408,0.202166065,0.267148014,0.519855596,0.176895307
poi-2.0.csv,0.050541516,0.054151625,0.162454874,0.187725632,0.422382671,0.209386282
poi-2.0.csv,0.028880866,0.032490975,0.155234657,0.155234657,0.512635379,0.162454874
poi-2.0.csv,0.036101083,0.028880866,0.187725632,0.122743682,0.433212996,0.129963899
poi-2.0.csv,0.057761733,0.064981949,0.180505415,0.25631769,0.55234657,0.187725632
poi-2.0.csv,0.039711191,0.039711191,0.231046931,0.133574007,0.523465704,0.133574007
poi-2.0.csv,0.054151625,0.057761733,0.19133574,0.198555957,0.55234657,0.068592058
poi-2.0.csv,0.036101083,0.046931408,0.16967509,0.184115523,0.545126354,0.151624549
poi-2.0.csv,0.028880866,0.0433213,0.162454874,0.23465704,0.501805054,0.227436823
poi-2.0.csv,0.0433213,0.036101083,0.173285199,0.198555957,0.55234657,0.115523466
poi-2.0.csv,0.032490975,0.036101083,0.184115523,0.133574007,0.570397112,0.220216606
poi-2.0.csv,0.039711191,0.028880866,0.19133574,0.23465704,0.57400722,0.19133574
poi-2.0.csv,0.0433213,0.046931408,0.21299639,0.129963899,0.342960289,0.104693141
poi-2.0.csv,0.036101083,0.028880866,0.202166065,0.346570397,0.483754513,0.205776173
poi-2.0.csv,0.036101083,0.036101083,0.14801444,0.209386282,0.563176895,0.238267148
redaktor-1.csv,0.093959732,0.073825503,0.248322148,0.201342282,0.543624161,0.187919463
redaktor-1.csv,0.067114094,0.060402685,0.228187919,0.241610738,0.604026846,0.228187919
redaktor-1.csv,0.080536913,0.11409396,0.208053691,0.154362416,0.496644295,0.194630872
redaktor-1.csv,0.080536913,0.046979866,0.234899329,0.120805369,0.543624161,0.140939597
redaktor-1.csv,0.067114094,0.080536913,0.208053691,0.22147651,0.510067114,0.208053691
redaktor-1.csv,0.046979866,0.060402685,0.208053691,0.187919463,0.563758389,0.181208054
redaktor-1.csv,0.026845638,0.026845638,0.187919463,0.147651007,0.570469799,0.201342282
redaktor-1.csv,0.033557047,0.046979866,0.214765101,0.201342282,0.55033557,0.241610738
redaktor-1.csv,0.060402685,0.060402685,0.255033557,0.140939597,0.530201342,0.275167785
redaktor-1.csv,0.060402685,0.060402685,0.275167785,0.181208054,0.55704698,0.154362416
redaktor-1.csv,0.067114094,0.080536913,0.268456376,0.201342282,0.530201342,0.214765101
redaktor-1.csv,0.073825503,0.060402685,0.161073826,0.11409396,0.543624161,0.127516779
redaktor-1.csv,0.087248322,0.100671141,0.261744966,0.187919463,0.570469799,0.147651007
redaktor-1.csv,0.073825503,0.053691275,0.214765101,0.255033557,0.536912752,0.342281879
redaktor-1.csv,0.093959732,0.100671141,0.248322148,0.154362416,0.503355705,0.214765101
redaktor-1.csv,0.073825503,0.060402685,0.208053691,0.154362416,0.503355705,0.127516779
redaktor-1.csv,0.046979866,0.040268456,0.32885906,0.120805369,0.55033557,0.228187919
redaktor-1.csv,0.087248322,0.11409396,0.275167785,0.154362416,0.55033557,0.201342282
redaktor-1.csv,0.080536913,0.087248322,0.214765101,0.147651007,0.523489933,0.147651007
redaktor-1.csv,0.040268456,0.046979866,0.234899329,0.241610738,0.503355705,0.187919463
redaktor-1.csv,0.073825503,0.080536913,0.187919463,0.11409396,0.530201342,0.10738255
redaktor-1.csv,0.067114094,0.046979866,0.228187919,0.187919463,0.536912752,0.208053691
redaktor-1.csv,0.10738255,0.093959732,0.22147651,0.174496644,0.523489933,0.161073826
redaktor-1.csv,0.087248322,0.073825503,0.174496644,0.161073826,0.530201342,0.154362416
redaktor-1.csv,0.10738255,0.093959732,0.281879195,0.100671141,0.55033557,0.214765101
redaktor-1.csv,0.11409396,0.11409396,0.255033557,0.161073826,0.55033557,0.22147651
redaktor-1.csv,0.053691275,0.053691275,0.288590604,0.167785235,0.516778523,0.140939597
redaktor-1.csv,0.060402685,0.053691275,0.234899329,0.134228188,0.570469799,0.147651007
redaktor-1.csv,0.087248322,0.087248322,0.281879195,0.288590604,0.597315436,0.295302013
redaktor-1.csv,0.053691275,0.053691275,0.208053691,0.100671141,0.536912752,0.120805369
synapse-1.2.csv,0.041176471,0.035294118,0.094117647,0.152941176,0.347058824,0.117647059
synapse-1.2.csv,0.052941176,0.047058824,0.082352941,0.058823529,0.382352941,0.117647059
synapse-1.2.csv,0.041176471,0.047058824,0.105882353,0.135294118,0.411764706,0.111764706
synapse-1.2.csv,0.041176471,0.035294118,0.117647059,0.094117647,0.276470588,0.111764706
synapse-1.2.csv,0.047058824,0.041176471,0.1,0.176470588,0.358823529,0.123529412
synapse-1.2.csv,0.041176471,0.047058824,0.111764706,0.088235294,0.358823529,0.135294118
synapse-1.2.csv,0.041176471,0.047058824,0.111764706,0.105882353,0.441176471,0.141176471
synapse-1.2.csv,0.041176471,0.041176471,0.094117647,0.105882353,0.417647059,0.147058824
synapse-1.2.csv,0.041176471,0.035294118,0.088235294,0.117647059,0.388235294,0.123529412
synapse-1.2.csv,0.052941176,0.058823529,0.111764706,0.105882353,0.382352941,0.123529412
synapse-1.2.csv,0.058823529,0.052941176,0.123529412,0.111764706,0.394117647,0.117647059
synapse-1.2.csv,0.041176471,0.052941176,0.105882353,0.1,0.311764706,0.117647059
synapse-1.2.csv,0.041176471,0.035294118,0.105882353,0.141176471,0.288235294,0.123529412
synapse-1.2.csv,0.052941176,0.052941176,0.117647059,0.064705882,0.429411765,0.135294118
synapse-1.2.csv,0.052941176,0.041176471,0.111764706,0.105882353,0.335294118,0.117647059
synapse-1.2.csv,0.029411765,0.035294118,0.105882353,0.123529412,0.229411765,0.094117647
synapse-1.2.csv,0.035294118,0.035294118,0.123529412,0.082352941,0.358823529,0.158823529
synapse-1.2.csv,0.041176471,0.047058824,0.094117647,0.076470588,0.341176471,0.088235294
synapse-1.2.csv,0.023529412,0.029411765,0.094117647,0.094117647,0.447058824,0.111764706
synapse-1.2.csv,0.035294118,0.041176471,0.111764706,0.082352941,0.423529412,0.129411765
synapse-1.2.csv,0.047058824,0.041176471,0.094117647,0.105882353,0.294117647,0.147058824
synapse-1.2.csv,0.052941176,0.058823529,0.082352941,0.135294118,0.270588235,0.105882353
synapse-1.2.csv,0.041176471,0.041176471,0.1,0.123529412,0.358823529,0.135294118
synapse-1.2.csv,0.035294118,0.041176471,0.111764706,0.111764706,0.4,0.135294118
synapse-1.2.csv,0.035294118,0.035294118,0.1,0.088235294,0.394117647,0.123529412
synapse-1.2.csv,0.064705882,0.058823529,0.123529412,0.094117647,0.264705882,0.129411765
synapse-1.2.csv,0.052941176,0.058823529,0.123529412,0.129411765,0.341176471,0.141176471
synapse-1.2.csv,0.047058824,0.047058824,0.088235294,0.082352941,0.211764706,0.094117647
synapse-1.2.csv,0.041176471,0.041176471,0.082352941,0.076470588,0.388235294,0.111764706
synapse-1.2.csv,0.041176471,0.041176471,0.1,0.123529412,0.317647059,0.082352941
