testfile,Naive_CPDP_RF,Zscore_CPDP_RF,Zscore_SMOTE_CPDP_RF,Zscore_SMOTE_iFF_CPDP_RF,Zscore_WiFFplusL_CPDP_RF,Zscore_WiFF_CPDP_RF
tomcat-6.0.389418.csv,0.09731114,0.092189501,0.092189501,0.104993598,0.330345711,0.125480154
tomcat-6.0.389418.csv,0.089628681,0.085787452,0.133162612,0.085787452,0.279129321,0.154929577
tomcat-6.0.389418.csv,0.074263764,0.070422535,0.103713188,0.062740077,0.394366197,0.120358515
tomcat-6.0.389418.csv,0.081946223,0.084507042,0.098591549,0.078104994,0.297055058,0.099871959
tomcat-6.0.389418.csv,0.087067862,0.090909091,0.116517286,0.04993598,0.321382843,0.061459667
tomcat-6.0.389418.csv,0.089628681,0.101152369,0.162612036,0.134443022,0.343149808,0.170294494
tomcat-6.0.389418.csv,0.092189501,0.085787452,0.101152369,0.056338028,0.28681178,0.085787452
tomcat-6.0.389418.csv,0.083226633,0.090909091,0.137003841,0.053777209,0.364916773,0.160051216
tomcat-6.0.389418.csv,0.099871959,0.098591549,0.09475032,0.112676056,0.295774648,0.148527529
tomcat-6.0.389418.csv,0.089628681,0.09475032,0.14212548,0.09603073,0.307298335,0.174135723
tomcat-6.0.389418.csv,0.081946223,0.087067862,0.108834827,0.084507042,0.313700384,0.112676056
tomcat-6.0.389418.csv,0.076824584,0.076824584,0.107554417,0.099871959,0.326504481,0.158770807
tomcat-6.0.389418.csv,0.092189501,0.090909091,0.120358515,0.083226633,0.293213828,0.167733675
tomcat-6.0.389418.csv,0.088348271,0.089628681,0.125480154,0.106274008,0.386683739,0.088348271
tomcat-6.0.389418.csv,0.087067862,0.084507042,0.122919334,0.161331626,0.344430218,0.154929577
tomcat-6.0.389418.csv,0.081946223,0.083226633,0.09603073,0.088348271,0.277848912,0.103713188
tomcat-6.0.389418.csv,0.075544174,0.080665813,0.128040973,0.14340589,0.282970551,0.129321383
tomcat-6.0.389418.csv,0.076824584,0.074263764,0.090909091,0.131882202,0.317541613,0.117797695
tomcat-6.0.389418.csv,0.099871959,0.099871959,0.131882202,0.088348271,0.311139565,0.145966709
tomcat-6.0.389418.csv,0.09731114,0.092189501,0.113956466,0.039692702,0.320102433,0.128040973
tomcat-6.0.389418.csv,0.062740077,0.064020487,0.079385403,0.111395647,0.354673496,0.085787452
tomcat-6.0.389418.csv,0.089628681,0.09475032,0.087067862,0.098591549,0.376440461,0.148527529
tomcat-6.0.389418.csv,0.087067862,0.075544174,0.120358515,0.138284251,0.341869398,0.102432778
tomcat-6.0.389418.csv,0.092189501,0.090909091,0.111395647,0.111395647,0.377720871,0.079385403
tomcat-6.0.389418.csv,0.084507042,0.081946223,0.081946223,0.102432778,0.279129321,0.152368758
tomcat-6.0.389418.csv,0.099871959,0.098591549,0.111395647,0.108834827,0.316261204,0.116517286
tomcat-6.0.389418.csv,0.088348271,0.084507042,0.125480154,0.070422535,0.336747759,0.158770807
tomcat-6.0.389418.csv,0.101152369,0.103713188,0.145966709,0.1446863,0.33290653,0.083226633
tomcat-6.0.389418.csv,0.103713188,0.104993598,0.14340589,0.121638924,0.346991037,0.162612036
tomcat-6.0.389418.csv,0.065300896,0.062740077,0.092189501,0.09731114,0.340588988,0.119078105
velocity-1.6.csv,0.006622517,0.006622517,0.079470199,0.066225166,0.231788079,0.086092715
velocity-1.6.csv,0.013245033,0.013245033,0.086092715,0.072847682,0.238410596,0.086092715
velocity-1.6.csv,0.006622517,0.01986755,0.092715232,0.079470199,0.264900662,0.112582781
velocity-1.6.csv,0.013245033,0.013245033,0.092715232,0.079470199,0.271523179,0.066225166
velocity-1.6.csv,0.013245033,0.006622517,0.092715232,0.079470199,0.238410596,0.059602649
velocity-1.6.csv,0.01986755,0.01986755,0.092715232,0.072847682,0.218543046,0.059602649
velocity-1.6.csv,0.006622517,0.006622517,0.079470199,0.072847682,0.19205298,0.079470199
velocity-1.6.csv,0.01986755,0.013245033,0.086092715,0.066225166,0.238410596,0.066225166
velocity-1.6.csv,0.01986755,0.013245033,0.119205298,0.112582781,0.258278146,0.092715232
velocity-1.6.csv,0.013245033,0.013245033,0.086092715,0.092715232,0.264900662,0.079470199
velocity-1.6.csv,0.01986755,0.01986755,0.119205298,0.059602649,0.245033113,0.046357616
velocity-1.6.csv,0.006622517,0.013245033,0.105960265,0.119205298,0.238410596,0.112582781
velocity-1.6.csv,0.01986755,0.01986755,0.125827815,0.086092715,0.251655629,0.099337748
velocity-1.6.csv,0.013245033,0.026490066,0.092715232,0.066225166,0.205298013,0.079470199
velocity-1.6.csv,0.013245033,0.013245033,0.072847682,0.072847682,0.231788079,0.072847682
velocity-1.6.csv,0.01986755,0.013245033,0.092715232,0.105960265,0.238410596,0.072847682
velocity-1.6.csv,0.006622517,0.006622517,0.086092715,0.066225166,0.238410596,0.072847682
velocity-1.6.csv,0.01986755,0.013245033,0.086092715,0.086092715,0.225165563,0.066225166
velocity-1.6.csv,0.013245033,0.006622517,0.092715232,0.099337748,0.225165563,0.099337748
velocity-1.6.csv,0,0.006622517,0.119205298,0.086092715,0.19205298,0.099337748
velocity-1.6.csv,0.013245033,0.006622517,0.086092715,0.092715232,0.251655629,0.059602649
velocity-1.6.csv,0.01986755,0.01986755,0.092715232,0.079470199,0.185430464,0.092715232
velocity-1.6.csv,0.01986755,0,0.105960265,0.092715232,0.258278146,0.079470199
velocity-1.6.csv,0.006622517,0.006622517,0.079470199,0.059602649,0.225165563,0.066225166
velocity-1.6.csv,0.013245033,0.01986755,0.092715232,0.092715232,0.198675497,0.092715232
velocity-1.6.csv,0.006622517,0,0.125827815,0.092715232,0.245033113,0.086092715
velocity-1.6.csv,0.013245033,0.013245033,0.086092715,0.086092715,0.251655629,0.059602649
velocity-1.6.csv,0.013245033,0.006622517,0.099337748,0.059602649,0.218543046,0.046357616
velocity-1.6.csv,0.013245033,0.013245033,0.099337748,0.092715232,0.245033113,0.079470199
velocity-1.6.csv,0.01986755,0,0.086092715,0.092715232,0.225165563,0.079470199
xalan-2.6.csv,0.021097046,0.021097046,0.109704641,0.08649789,0.255274262,0.08649789
xalan-2.6.csv,0.021097046,0.016877637,0.103375527,0.080168776,0.267932489,0.065400844
xalan-2.6.csv,0.016877637,0.023206751,0.122362869,0.094936709,0.301687764,0.094936709
xalan-2.6.csv,0.023206751,0.023206751,0.120253165,0.061181435,0.314345992,0.124472574
xalan-2.6.csv,0.021097046,0.021097046,0.113924051,0.094936709,0.280590717,0.092827004
xalan-2.6.csv,0.042194093,0.03164557,0.122362869,0.080168776,0.284810127,0.088607595
xalan-2.6.csv,0.014767932,0.016877637,0.120253165,0.084388186,0.297468354,0.078059072
xalan-2.6.csv,0.029535865,0.029535865,0.099156118,0.082278481,0.38185654,0.063291139
xalan-2.6.csv,0.021097046,0.021097046,0.107594937,0.097046414,0.274261603,0.088607595
xalan-2.6.csv,0.023206751,0.021097046,0.094936709,0.078059072,0.286919831,0.082278481
xalan-2.6.csv,0.029535865,0.029535865,0.084388186,0.099156118,0.293248945,0.069620253
xalan-2.6.csv,0.021097046,0.025316456,0.109704641,0.099156118,0.278481013,0.103375527
xalan-2.6.csv,0.029535865,0.03164557,0.107594937,0.088607595,0.289029536,0.056962025
xalan-2.6.csv,0.025316456,0.033755274,0.105485232,0.069620253,0.278481013,0.109704641
xalan-2.6.csv,0.023206751,0.021097046,0.101265823,0.073839662,0.312236287,0.094936709
xalan-2.6.csv,0.014767932,0.014767932,0.113924051,0.092827004,0.308016878,0.0907173
xalan-2.6.csv,0.021097046,0.025316456,0.113924051,0.065400844,0.282700422,0.054852321
xalan-2.6.csv,0.025316456,0.018987342,0.105485232,0.080168776,0.286919831,0.08649789
xalan-2.6.csv,0.025316456,0.029535865,0.11814346,0.092827004,0.343881857,0.08649789
xalan-2.6.csv,0.021097046,0.03164557,0.094936709,0.080168776,0.242616034,0.109704641
xalan-2.6.csv,0.02742616,0.029535865,0.101265823,0.050632911,0.29535865,0.05907173
xalan-2.6.csv,0.023206751,0.018987342,0.109704641,0.088607595,0.327004219,0.088607595
xalan-2.6.csv,0.02742616,0.025316456,0.099156118,0.067510549,0.265822785,0.061181435
xalan-2.6.csv,0.029535865,0.033755274,0.107594937,0.061181435,0.282700422,0.080168776
xalan-2.6.csv,0.016877637,0.014767932,0.113924051,0.061181435,0.255274262,0.075949367
xalan-2.6.csv,0.035864979,0.035864979,0.132911392,0.063291139,0.272151899,0.056962025
xalan-2.6.csv,0.023206751,0.029535865,0.120253165,0.073839662,0.274261603,0.092827004
xalan-2.6.csv,0.02742616,0.018987342,0.122362869,0.063291139,0.286919831,0.08649789
xalan-2.6.csv,0.018987342,0.018987342,0.116033755,0.107594937,0.312236287,0.056962025
xalan-2.6.csv,0.02742616,0.023206751,0.103375527,0.097046414,0.270042194,0.063291139
xerces-1.3.csv,0.088541667,0.083333333,0.145833333,0.067708333,0.223958333,0.119791667
xerces-1.3.csv,0.078125,0.080729167,0.1328125,0.114583333,0.229166667,0.114583333
xerces-1.3.csv,0.096354167,0.098958333,0.15625,0.088541667,0.1953125,0.09375
xerces-1.3.csv,0.096354167,0.091145833,0.161458333,0.078125,0.247395833,0.125
xerces-1.3.csv,0.067708333,0.072916667,0.153645833,0.106770833,0.239583333,0.083333333
xerces-1.3.csv,0.104166667,0.106770833,0.143229167,0.119791667,0.21875,0.111979167
xerces-1.3.csv,0.088541667,0.0859375,0.1328125,0.078125,0.216145833,0.114583333
xerces-1.3.csv,0.067708333,0.072916667,0.145833333,0.075520833,0.1875,0.096354167
xerces-1.3.csv,0.0859375,0.091145833,0.143229167,0.080729167,0.216145833,0.119791667
xerces-1.3.csv,0.072916667,0.072916667,0.1171875,0.075520833,0.205729167,0.1484375
xerces-1.3.csv,0.067708333,0.065104167,0.145833333,0.080729167,0.260416667,0.067708333
xerces-1.3.csv,0.083333333,0.088541667,0.143229167,0.091145833,0.276041667,0.114583333
xerces-1.3.csv,0.0703125,0.075520833,0.153645833,0.0859375,0.203125,0.1015625
xerces-1.3.csv,0.0703125,0.072916667,0.130208333,0.075520833,0.205729167,0.083333333
xerces-1.3.csv,0.104166667,0.104166667,0.1484375,0.065104167,0.234375,0.1015625
xerces-1.3.csv,0.075520833,0.067708333,0.130208333,0.0703125,0.200520833,0.0703125
xerces-1.3.csv,0.078125,0.088541667,0.111979167,0.0546875,0.203125,0.125
xerces-1.3.csv,0.072916667,0.088541667,0.119791667,0.072916667,0.231770833,0.080729167
xerces-1.3.csv,0.080729167,0.075520833,0.158854167,0.111979167,0.171875,0.114583333
xerces-1.3.csv,0.083333333,0.0859375,0.130208333,0.059895833,0.231770833,0.080729167
xerces-1.3.csv,0.09375,0.098958333,0.166666667,0.106770833,0.216145833,0.130208333
xerces-1.3.csv,0.072916667,0.078125,0.122395833,0.0703125,0.190104167,0.067708333
xerces-1.3.csv,0.088541667,0.088541667,0.151041667,0.091145833,0.208333333,0.0859375
xerces-1.3.csv,0.065104167,0.067708333,0.130208333,0.091145833,0.25,0.109375
xerces-1.3.csv,0.059895833,0.059895833,0.15625,0.106770833,0.2109375,0.088541667
xerces-1.3.csv,0.09375,0.096354167,0.15625,0.1015625,0.21875,0.1015625
xerces-1.3.csv,0.080729167,0.083333333,0.166666667,0.072916667,0.208333333,0.088541667
xerces-1.3.csv,0.072916667,0.075520833,0.119791667,0.065104167,0.203125,0.111979167
xerces-1.3.csv,0.09375,0.096354167,0.145833333,0.09375,0.216145833,0.080729167
xerces-1.3.csv,0.0703125,0.0703125,0.145833333,0.091145833,0.247395833,0.130208333
