testfile,Naive_CPDP_LR,Zscore_CPDP_LR,Zscore_SMOTE_CPDP_LR,Zscore_SMOTE_iFF_CPDP_LR,Zscore_WiFF_CPDP_LR,Zscore_WiFFplusL_CPDP_LR
ant-1.7.csv,0.144578313,0.144578313,0.692771084,0.759036145,0.722891566,0.891566265
ant-1.7.csv,0.138554217,0.144578313,0.686746988,0.704819277,0.65060241,0.879518072
ant-1.7.csv,0.138554217,0.138554217,0.704819277,0.704819277,0.668674699,0.891566265
ant-1.7.csv,0.120481928,0.120481928,0.680722892,0.704819277,0.656626506,0.909638554
ant-1.7.csv,0.126506024,0.126506024,0.656626506,0.753012048,0.680722892,0.897590361
ant-1.7.csv,0.144578313,0.15060241,0.65060241,0.686746988,0.680722892,0.86746988
ant-1.7.csv,0.126506024,0.138554217,0.662650602,0.771084337,0.680722892,0.891566265
ant-1.7.csv,0.156626506,0.156626506,0.692771084,0.753012048,0.746987952,0.891566265
ant-1.7.csv,0.144578313,0.144578313,0.674698795,0.71686747,0.644578313,0.897590361
ant-1.7.csv,0.13253012,0.138554217,0.692771084,0.734939759,0.734939759,0.873493976
ant-1.7.csv,0.15060241,0.15060241,0.692771084,0.698795181,0.710843373,0.891566265
ant-1.7.csv,0.13253012,0.138554217,0.656626506,0.686746988,0.668674699,0.903614458
ant-1.7.csv,0.13253012,0.13253012,0.674698795,0.71686747,0.728915663,0.891566265
ant-1.7.csv,0.156626506,0.15060241,0.692771084,0.789156627,0.765060241,0.903614458
ant-1.7.csv,0.114457831,0.114457831,0.590361446,0.71686747,0.759036145,0.885542169
ant-1.7.csv,0.13253012,0.13253012,0.698795181,0.740963855,0.734939759,0.873493976
ant-1.7.csv,0.138554217,0.138554217,0.662650602,0.728915663,0.740963855,0.909638554
ant-1.7.csv,0.138554217,0.144578313,0.698795181,0.692771084,0.704819277,0.879518072
ant-1.7.csv,0.13253012,0.13253012,0.692771084,0.686746988,0.656626506,0.903614458
ant-1.7.csv,0.126506024,0.13253012,0.686746988,0.626506024,0.63253012,0.885542169
ant-1.7.csv,0.144578313,0.144578313,0.722891566,0.771084337,0.722891566,0.879518072
ant-1.7.csv,0.15060241,0.15060241,0.692771084,0.734939759,0.686746988,0.903614458
ant-1.7.csv,0.138554217,0.138554217,0.71686747,0.698795181,0.704819277,0.885542169
ant-1.7.csv,0.138554217,0.138554217,0.728915663,0.734939759,0.734939759,0.909638554
ant-1.7.csv,0.15060241,0.15060241,0.704819277,0.728915663,0.740963855,0.885542169
ant-1.7.csv,0.144578313,0.144578313,0.686746988,0.740963855,0.71686747,0.909638554
ant-1.7.csv,0.13253012,0.138554217,0.692771084,0.674698795,0.728915663,0.903614458
ant-1.7.csv,0.13253012,0.13253012,0.644578313,0.746987952,0.698795181,0.891566265
ant-1.7.csv,0.138554217,0.138554217,0.71686747,0.692771084,0.710843373,0.915662651
ant-1.7.csv,0.15060241,0.15060241,0.704819277,0.771084337,0.668674699,0.885542169
arc-1.csv,0.111111111,0.111111111,0.444444444,0.481481481,0.481481481,0.592592593
arc-1.csv,0.111111111,0.111111111,0.444444444,0.444444444,0.444444444,0.666666667
arc-1.csv,0.111111111,0.111111111,0.444444444,0.444444444,0.444444444,0.62962963
arc-1.csv,0.111111111,0.111111111,0.481481481,0.444444444,0.481481481,0.62962963
arc-1.csv,0.111111111,0.111111111,0.407407407,0.481481481,0.481481481,0.62962963
arc-1.csv,0.111111111,0.111111111,0.444444444,0.444444444,0.444444444,0.62962963
arc-1.csv,0.111111111,0.111111111,0.444444444,0.481481481,0.444444444,0.666666667
arc-1.csv,0.111111111,0.111111111,0.444444444,0.481481481,0.481481481,0.62962963
arc-1.csv,0.111111111,0.111111111,0.444444444,0.444444444,0.481481481,0.666666667
arc-1.csv,0.111111111,0.148148148,0.407407407,0.444444444,0.444444444,0.666666667
arc-1.csv,0.111111111,0.111111111,0.444444444,0.481481481,0.481481481,0.666666667
arc-1.csv,0.111111111,0.111111111,0.444444444,0.444444444,0.481481481,0.666666667
arc-1.csv,0.111111111,0.111111111,0.444444444,0.481481481,0.444444444,0.666666667
arc-1.csv,0.111111111,0.111111111,0.444444444,0.481481481,0.444444444,0.703703704
arc-1.csv,0.111111111,0.111111111,0.444444444,0.444444444,0.444444444,0.62962963
arc-1.csv,0.111111111,0.111111111,0.444444444,0.481481481,0.481481481,0.62962963
arc-1.csv,0.111111111,0.111111111,0.444444444,0.481481481,0.481481481,0.62962963
arc-1.csv,0.148148148,0.148148148,0.444444444,0.444444444,0.518518519,0.666666667
arc-1.csv,0.111111111,0.111111111,0.407407407,0.481481481,0.444444444,0.666666667
arc-1.csv,0.111111111,0.111111111,0.407407407,0.481481481,0.444444444,0.666666667
arc-1.csv,0.111111111,0.111111111,0.444444444,0.444444444,0.444444444,0.703703704
arc-1.csv,0.148148148,0.148148148,0.444444444,0.444444444,0.481481481,0.666666667
arc-1.csv,0.111111111,0.111111111,0.444444444,0.444444444,0.481481481,0.592592593
arc-1.csv,0.111111111,0.111111111,0.444444444,0.444444444,0.444444444,0.62962963
arc-1.csv,0.111111111,0.111111111,0.407407407,0.444444444,0.481481481,0.666666667
arc-1.csv,0.111111111,0.111111111,0.444444444,0.481481481,0.481481481,0.666666667
arc-1.csv,0.111111111,0.111111111,0.444444444,0.444444444,0.481481481,0.666666667
arc-1.csv,0.111111111,0.111111111,0.407407407,0.481481481,0.481481481,0.592592593
arc-1.csv,0.111111111,0.111111111,0.444444444,0.444444444,0.444444444,0.740740741
arc-1.csv,0.111111111,0.111111111,0.407407407,0.481481481,0.444444444,0.592592593
camel-1.6.csv,0.031914894,0.031914894,0.367021277,0.473404255,0.45212766,0.579787234
camel-1.6.csv,0.037234043,0.037234043,0.345744681,0.430851064,0.367021277,0.606382979
camel-1.6.csv,0.037234043,0.037234043,0.361702128,0.409574468,0.404255319,0.590425532
camel-1.6.csv,0.037234043,0.037234043,0.335106383,0.367021277,0.372340426,0.579787234
camel-1.6.csv,0.037234043,0.037234043,0.361702128,0.425531915,0.425531915,0.569148936
camel-1.6.csv,0.037234043,0.037234043,0.356382979,0.404255319,0.382978723,0.563829787
camel-1.6.csv,0.037234043,0.037234043,0.388297872,0.457446809,0.39893617,0.611702128
camel-1.6.csv,0.037234043,0.037234043,0.356382979,0.462765957,0.404255319,0.579787234
camel-1.6.csv,0.037234043,0.037234043,0.372340426,0.45212766,0.404255319,0.622340426
camel-1.6.csv,0.037234043,0.037234043,0.372340426,0.478723404,0.377659574,0.590425532
camel-1.6.csv,0.037234043,0.037234043,0.361702128,0.45212766,0.45212766,0.595744681
camel-1.6.csv,0.037234043,0.037234043,0.382978723,0.441489362,0.414893617,0.574468085
camel-1.6.csv,0.037234043,0.037234043,0.361702128,0.430851064,0.39893617,0.54787234
camel-1.6.csv,0.042553191,0.042553191,0.367021277,0.420212766,0.404255319,0.60106383
camel-1.6.csv,0.037234043,0.037234043,0.35106383,0.441489362,0.404255319,0.595744681
camel-1.6.csv,0.037234043,0.037234043,0.361702128,0.473404255,0.425531915,0.617021277
camel-1.6.csv,0.037234043,0.037234043,0.35106383,0.484042553,0.478723404,0.60106383
camel-1.6.csv,0.037234043,0.037234043,0.356382979,0.446808511,0.441489362,0.574468085
camel-1.6.csv,0.042553191,0.042553191,0.367021277,0.420212766,0.39893617,0.60106383
camel-1.6.csv,0.037234043,0.037234043,0.372340426,0.425531915,0.409574468,0.558510638
camel-1.6.csv,0.042553191,0.042553191,0.367021277,0.473404255,0.473404255,0.585106383
camel-1.6.csv,0.037234043,0.037234043,0.382978723,0.468085106,0.409574468,0.617021277
camel-1.6.csv,0.037234043,0.037234043,0.367021277,0.441489362,0.409574468,0.563829787
camel-1.6.csv,0.037234043,0.037234043,0.367021277,0.393617021,0.441489362,0.569148936
camel-1.6.csv,0.037234043,0.037234043,0.367021277,0.425531915,0.340425532,0.585106383
camel-1.6.csv,0.037234043,0.037234043,0.372340426,0.446808511,0.329787234,0.558510638
camel-1.6.csv,0.037234043,0.037234043,0.340425532,0.430851064,0.414893617,0.617021277
camel-1.6.csv,0.037234043,0.037234043,0.367021277,0.473404255,0.409574468,0.590425532
camel-1.6.csv,0.037234043,0.037234043,0.356382979,0.457446809,0.372340426,0.569148936
camel-1.6.csv,0.037234043,0.037234043,0.382978723,0.45212766,0.388297872,0.563829787
ivy-2.0.csv,0.325,0.325,0.65,0.675,0.7,0.85
ivy-2.0.csv,0.325,0.325,0.7,0.675,0.725,0.875
ivy-2.0.csv,0.325,0.325,0.675,0.7,0.725,0.875
ivy-2.0.csv,0.275,0.275,0.625,0.725,0.7,0.875
ivy-2.0.csv,0.275,0.275,0.625,0.675,0.65,0.825
ivy-2.0.csv,0.275,0.275,0.65,0.7,0.65,0.85
ivy-2.0.csv,0.3,0.3,0.625,0.725,0.675,0.85
ivy-2.0.csv,0.25,0.25,0.675,0.7,0.65,0.85
ivy-2.0.csv,0.275,0.275,0.65,0.7,0.7,0.9
ivy-2.0.csv,0.325,0.325,0.65,0.7,0.625,0.875
ivy-2.0.csv,0.275,0.275,0.7,0.675,0.65,0.9
ivy-2.0.csv,0.275,0.275,0.7,0.65,0.675,0.85
ivy-2.0.csv,0.35,0.325,0.7,0.75,0.75,0.825
ivy-2.0.csv,0.25,0.25,0.65,0.675,0.625,0.85
ivy-2.0.csv,0.275,0.275,0.625,0.65,0.675,0.85
ivy-2.0.csv,0.3,0.3,0.65,0.7,0.725,0.875
ivy-2.0.csv,0.325,0.325,0.7,0.7,0.725,0.875
ivy-2.0.csv,0.3,0.3,0.65,0.675,0.65,0.85
ivy-2.0.csv,0.3,0.3,0.65,0.7,0.7,0.85
ivy-2.0.csv,0.3,0.3,0.675,0.675,0.7,0.875
ivy-2.0.csv,0.325,0.325,0.675,0.7,0.7,0.825
ivy-2.0.csv,0.275,0.275,0.625,0.7,0.7,0.9
ivy-2.0.csv,0.325,0.325,0.7,0.7,0.65,0.85
ivy-2.0.csv,0.3,0.3,0.65,0.7,0.675,0.875
ivy-2.0.csv,0.3,0.3,0.7,0.675,0.675,0.85
ivy-2.0.csv,0.3,0.3,0.675,0.65,0.65,0.875
ivy-2.0.csv,0.325,0.325,0.675,0.725,0.75,0.875
ivy-2.0.csv,0.35,0.35,0.675,0.725,0.675,0.9
ivy-2.0.csv,0.325,0.325,0.675,0.65,0.675,0.825
ivy-2.0.csv,0.275,0.275,0.65,0.675,0.725,0.85
jedit-4.3.csv,0.454545455,0.454545455,0.636363636,0.545454545,0.636363636,0.636363636
jedit-4.3.csv,0.454545455,0.454545455,0.636363636,0.636363636,0.636363636,0.636363636
jedit-4.3.csv,0.454545455,0.454545455,0.636363636,0.636363636,0.636363636,0.636363636
jedit-4.3.csv,0.454545455,0.454545455,0.636363636,0.636363636,0.636363636,0.636363636
jedit-4.3.csv,0.454545455,0.454545455,0.636363636,0.636363636,0.636363636,0.636363636
jedit-4.3.csv,0.454545455,0.454545455,0.636363636,0.636363636,0.636363636,0.636363636
