testfile,Naive_CPDP_NB,Zscore_CPDP_NB,Zscore_SMOTE_CPDP_NB,Zscore_SMOTE_iFF_CPDP_NB,Zscore_WiFF_CPDP_NB,Zscore_WiFFplusL_CPDP_NB
arc-1.csv,0.048309179,0.048309179,0.053140097,0.289855072,0.299516908,0.347826087
arc-1.csv,0.048309179,0.048309179,0.053140097,0.347826087,0.289855072,0.352657005
arc-1.csv,0.048309179,0.048309179,0.048309179,0.323671498,0.275362319,0.338164251
arc-1.csv,0.048309179,0.048309179,0.053140097,0.231884058,0.251207729,0.333333333
arc-1.csv,0.048309179,0.048309179,0.057971014,0.256038647,0.285024155,0.347826087
arc-1.csv,0.048309179,0.048309179,0.057971014,0.251207729,0.241545894,0.367149758
arc-1.csv,0.048309179,0.048309179,0.062801932,0.323671498,0.299516908,0.38647343
arc-1.csv,0.048309179,0.048309179,0.057971014,0.333333333,0.260869565,0.367149758
arc-1.csv,0.048309179,0.048309179,0.057971014,0.29468599,0.198067633,0.362318841
arc-1.csv,0.048309179,0.048309179,0.057971014,0.275362319,0.246376812,0.342995169
camel-1.6.csv,0.073359073,0.073359073,0.11969112,0.317889318,0.27027027,0.361647362
camel-1.6.csv,0.070785071,0.070785071,0.099099099,0.343629344,0.292149292,0.391248391
camel-1.6.csv,0.073359073,0.073359073,0.096525097,0.307593308,0.28957529,0.353925354
camel-1.6.csv,0.070785071,0.070785071,0.093951094,0.240669241,0.290862291,0.4002574
camel-1.6.csv,0.069498069,0.069498069,0.117117117,0.307593308,0.303732304,0.366795367
camel-1.6.csv,0.070785071,0.070785071,0.1003861,0.302445302,0.323037323,0.368082368
camel-1.6.csv,0.070785071,0.070785071,0.09009009,0.297297297,0.254826255,0.341055341
camel-1.6.csv,0.072072072,0.072072072,0.087516088,0.276705277,0.330759331,0.356499356
camel-1.6.csv,0.072072072,0.072072072,0.102960103,0.25997426,0.258687259,0.374517375
camel-1.6.csv,0.070785071,0.070785071,0.093951094,0.359073359,0.243243243,0.393822394
camel-1.6.csv,0.068211068,0.068211068,0.09009009,0.256113256,0.256113256,0.371943372
camel-1.6.csv,0.066924067,0.066924067,0.093951094,0.31016731,0.258687259,0.355212355
