,AUC,Balance,MCC,G-Measure,G-Mean,PD,PF,skewed_F,F1,Accuracy,Error,Precision,TNR,FNR,TP,TN,FP,FN,train_len_before,train_len_after,test_len,runtime,clfindex,clfname,testfile,trainfile,runtimes
0,0.7094292359992842,0.6075921935434037,0.14062168849406484,0.6075055187637969,0.6076979784933869,0.5925925925925926,0.37681159420289856,0.396039603960396,0.2644628099173554,0.6196581196581197,0.3803418803418803,0.1702127659574468,0.6231884057971014,0.4074074074074074,16,129,78,11,1274,1056,234,4.662508249282837,2,RF,arc-1.csv,More1,1
1,0.7181964573268921,0.6618012439963838,0.2130063289538241,0.6618004866180048,0.6618181174702883,0.6666666666666666,0.34299516908212563,0.45685279187817257,0.3103448275862069,0.6581196581196581,0.3418803418803419,0.20224719101123595,0.6570048309178744,0.3333333333333333,18,136,71,9,1274,1056,234,9.340997695922852,2,RF,arc-1.csv,More1,2
2,0.7170334585793523,0.6484181714665763,0.21056182108128726,0.6480569239189929,0.6509142722916473,0.5925925925925926,0.28502415458937197,0.4371584699453551,0.3137254901960784,0.7008547008547008,0.29914529914529914,0.21333333333333335,0.714975845410628,0.4074074074074074,16,148,59,11,1274,1056,234,14.082318544387817,2,RF,arc-1.csv,More1,3
3,0.7269636786544998,0.65419077909984,0.22293676497364667,0.6539450534578427,0.6574782797297076,0.5925925925925926,0.27053140096618356,0.4444444444444445,0.3232323232323232,0.7136752136752137,0.2863247863247863,0.2222222222222222,0.7294685990338164,0.4074074074074074,16,151,56,11,1274,1056,234,18.636140823364258,2,RF,arc-1.csv,More1,4
4,0.6876901055645017,0.6423162828905745,0.22398041003683236,0.6413398692810458,0.6491250976336419,0.5555555555555556,0.24154589371980675,0.43352601156069365,0.32608695652173914,0.7350427350427351,0.26495726495726496,0.23076923076923078,0.7584541062801933,0.4444444444444444,15,157,50,12,1274,1056,234,23.266791105270386,2,RF,arc-1.csv,More1,5
5,0.7444981213097155,0.6816212945394149,0.26067086644084053,0.6820372541357301,0.6844122375675264,0.6296296296296297,0.2560386473429952,0.47752808988764045,0.35051546391752575,0.7307692307692307,0.2692307692307692,0.24285714285714285,0.7439613526570048,0.37037037037037035,17,154,53,10,1274,1056,234,28.35019302368164,2,RF,arc-1.csv,More1,6
6,0.7113973877258901,0.6503651579781845,0.21463539074359408,0.6500340831629174,0.6531096049062172,0.5925925925925926,0.28019323671497587,0.43956043956043955,0.31683168316831684,0.7051282051282052,0.2948717948717949,0.21621621621621623,0.7198067632850241,0.4074074074074074,16,149,58,11,1274,1056,234,33.1264214515686,2,RF,arc-1.csv,More1,7
7,0.7316156736446592,0.6876483759093868,0.2553769592276246,0.6877192982456141,0.6880624620561866,0.6666666666666666,0.2898550724637681,0.4838709677419355,0.3428571428571429,0.7051282051282052,0.2948717948717949,0.23076923076923078,0.7101449275362319,0.3333333333333333,18,147,60,9,1274,1056,234,37.7679808139801,2,RF,arc-1.csv,More1,8
8,0.6748076578994453,0.6132247555314378,0.1589661164511967,0.6119791666666666,0.6151600606029545,0.5555555555555556,0.3188405797101449,0.3968253968253968,0.2777777777777778,0.6666666666666666,0.3333333333333333,0.18518518518518517,0.6811594202898551,0.4444444444444444,15,141,66,12,1274,1056,234,42.467413663864136,2,RF,arc-1.csv,More1,9
9,0.7256217570227232,0.65419077909984,0.22293676497364667,0.6539450534578427,0.6574782797297076,0.5925925925925926,0.27053140096618356,0.4444444444444445,0.3232323232323232,0.7136752136752137,0.2863247863247863,0.2222222222222222,0.7294685990338164,0.4074074074074074,16,151,56,11,1274,1056,234,47.10600924491882,2,RF,arc-1.csv,More1,10
10,0.730810520665593,0.6444577180474804,0.20255920985651094,0.6440584505100634,0.646501243291445,0.5925925925925926,0.2946859903381642,0.43243243243243246,0.3076923076923077,0.6923076923076923,0.3076923076923077,0.2077922077922078,0.7053140096618358,0.4074074074074074,16,146,61,11,1274,1056,234,51.79948663711548,2,RF,arc-1.csv,More1,11
11,0.6763285024154588,0.6484181714665763,0.21056182108128726,0.6480569239189929,0.6509142722916473,0.5925925925925926,0.28502415458937197,0.4371584699453551,0.3137254901960784,0.7008547008547008,0.29914529914529914,0.21333333333333335,0.714975845410628,0.4074074074074074,16,148,59,11,1274,1056,234,56.351319313049316,2,RF,arc-1.csv,More1,12
12,0.7027196278404008,0.6560686534163871,0.2271687121601386,0.6558791801510248,0.6596517675744725,0.5925925925925926,0.26570048309178745,0.4469273743016759,0.32653061224489793,0.717948717948718,0.28205128205128205,0.22535211267605634,0.7342995169082126,0.4074074074074074,16,152,55,11,1274,1056,234,61.08562874794006,2,RF,arc-1.csv,More1,13
13,0.7260690642333154,0.643934806540274,0.22852104281153768,0.6430606430606431,0.6511890936137049,0.5555555555555556,0.23671497584541062,0.43604651162790703,0.32967032967032966,0.7393162393162394,0.2606837606837607,0.234375,0.7632850241545893,0.4444444444444444,15,158,49,12,1274,1056,234,65.70327949523926,2,RF,arc-1.csv,More1,14
14,0.7148863839685095,0.6695359475316025,0.23510068167406975,0.6695941450432469,0.6709470744701292,0.6296296296296297,0.28502415458937197,0.46195652173913043,0.3300970873786408,0.7051282051282052,0.2948717948717949,0.2236842105263158,0.714975845410628,0.37037037037037035,17,148,59,10,1274,1056,234,70.31198525428772,2,RF,arc-1.csv,More1,15
