,AUC,Balance,MCC,G-Measure,G-Mean,PD,PF,skewed_F,F1,Accuracy,Error,Precision,TNR,FNR,TP,TN,FP,FN,train_len_before,train_len_after,test_len,runtime,clfindex,clfname,testfile,trainfile,runtimes
0,0.7025407049561638,0.6522894866072595,0.2187596967718326,0.6519967400162998,0.6552975829106539,0.5925925925925926,0.2753623188405797,0.4419889502762431,0.32,0.7094017094017094,0.2905982905982906,0.2191780821917808,0.7246376811594203,0.4074074074074074,16,150,57,11,897,744,234,2.4451210498809814,2,RF,arc-1.csv,More1,1
1,0.7365360529611737,0.6423162828905745,0.22398041003683236,0.6413398692810458,0.6491250976336419,0.5555555555555556,0.24154589371980675,0.43352601156069365,0.32608695652173914,0.7350427350427351,0.26495726495726496,0.23076923076923078,0.7584541062801933,0.4444444444444444,15,157,50,12,909,756,234,4.896287679672241,2,RF,arc-1.csv,More1,2
2,0.7054929325460726,0.6423162828905745,0.22398041003683236,0.6413398692810458,0.6491250976336419,0.5555555555555556,0.24154589371980675,0.43352601156069365,0.32608695652173914,0.7350427350427351,0.26495726495726496,0.23076923076923078,0.7584541062801933,0.4444444444444444,15,157,50,12,898,746,234,7.290579319000244,2,RF,arc-1.csv,More1,3
3,0.658346752549651,0.5524797787557566,0.13783173847952906,0.5347222222222222,0.5629142279100245,0.4074074074074074,0.2222222222222222,0.33333333333333326,0.2619047619047619,0.7350427350427351,0.26495726495726496,0.19298245614035087,0.7777777777777778,0.5925925925925926,11,161,46,16,900,748,234,9.67886471748352,2,RF,arc-1.csv,More1,4
4,0.7224011451064591,0.7275178643560023,0.31909709512585654,0.7278084714548803,0.7282358332835274,0.7037037037037037,0.2463768115942029,0.5337078651685393,0.3917525773195876,0.7478632478632479,0.25213675213675213,0.2714285714285714,0.7536231884057971,0.2962962962962963,19,156,51,8,900,748,234,12.06717562675476,2,RF,arc-1.csv,More1,5
5,0.66013598139202,0.6356346934100138,0.2573957808351147,0.6342313362819997,0.6506393348887622,0.5185185185185185,0.18357487922705315,0.4375,0.35443037974683544,0.782051282051282,0.21794871794871795,0.2692307692307692,0.8164251207729468,0.48148148148148145,14,169,38,13,896,744,234,14.462496995925903,2,RF,arc-1.csv,More1,6
6,0.7287529074968687,0.6593432094625171,0.20938142159739226,0.6593406593406593,0.659380473395787,0.6666666666666666,0.34782608695652173,0.4545454545454545,0.30769230769230765,0.6538461538461539,0.34615384615384615,0.2,0.6521739130434783,0.3333333333333333,18,135,72,9,900,748,234,16.86972737312317,2,RF,arc-1.csv,More1,7
7,0.6257827876185365,0.5910884918592594,0.16005781417779466,0.5846108921010367,0.5985011397167608,0.48148148148148145,0.2560386473429952,0.37356321839080464,0.27956989247311825,0.7136752136752137,0.2863247863247863,0.19696969696969696,0.7439613526570048,0.5185185185185185,13,154,53,14,907,754,234,19.519307851791382,2,RF,arc-1.csv,More1,8
8,0.7415458937198067,0.6738325381180609,0.23165620275160329,0.6738351254480287,0.6738740833369664,0.6666666666666666,0.3188405797101449,0.46874999999999994,0.3243243243243243,0.6794871794871795,0.32051282051282054,0.21428571428571427,0.6811594202898551,0.3333333333333333,18,141,66,9,902,750,234,22.112047910690308,2,RF,arc-1.csv,More1,9
9,0.6934156378600822,0.6210268858462766,0.1740914290118121,0.6196581196581197,0.6238247135335728,0.5555555555555556,0.2995169082125604,0.4054054054054054,0.2884615384615385,0.6837606837606838,0.3162393162393162,0.19480519480519481,0.7004830917874396,0.4444444444444444,15,145,62,12,898,746,234,24.624040365219116,2,RF,arc-1.csv,More1,10
10,0.716407228484523,0.6341857637541107,0.18331400920717933,0.6337968815844923,0.6353345786579168,0.5925925925925926,0.3188405797101449,0.42105263157894735,0.29357798165137616,0.6709401709401709,0.32905982905982906,0.1951219512195122,0.6811594202898551,0.4074074074074074,16,141,66,11,901,748,234,27.071160793304443,2,RF,arc-1.csv,More1,11
11,0.7439613526570048,0.7250169763925088,0.30368835006589306,0.7251202367739549,0.7252815175202441,0.7407407407407407,0.2898550724637681,0.5319148936170213,0.37383177570093457,0.7136752136752137,0.2863247863247863,0.25,0.7101449275362319,0.25925925925925924,20,147,60,7,900,748,234,29.500358819961548,2,RF,arc-1.csv,More1,12
12,0.6247092503131151,0.5711473756655145,0.09179038803560333,0.5708920187793427,0.5712751883708013,0.5925925925925926,0.4492753623188406,0.36866359447004604,0.23529411764705885,0.5555555555555556,0.4444444444444444,0.14678899082568808,0.5507246376811594,0.4074074074074074,16,114,93,11,899,746,234,31.886674880981445,2,RF,arc-1.csv,More1,13
13,0.6927894077652531,0.6503651579781845,0.21463539074359408,0.6500340831629174,0.6531096049062172,0.5925925925925926,0.28019323671497587,0.43956043956043955,0.31683168316831684,0.7051282051282052,0.2948717948717949,0.21621621621621623,0.7198067632850241,0.4074074074074074,16,149,58,11,910,758,234,34.34279656410217,2,RF,arc-1.csv,More1,14
14,0.7099660046519951,0.6633382046461533,0.24469115877156444,0.6634768740031898,0.6682750324943221,0.5925925925925926,0.2463768115942029,0.4571428571428571,0.3404255319148936,0.7350427350427351,0.26495726495726496,0.23880597014925373,0.7536231884057971,0.4074074074074074,16,156,51,11,906,754,234,36.78794980049133,2,RF,arc-1.csv,More1,15
15,0.7132760780103775,0.6597526013739003,0.23580620192718593,0.6597054886211512,0.6639773992838209,0.5925925925925926,0.2560386473429952,0.45197740112994345,0.3333333333333333,0.7264957264957265,0.27350427350427353,0.2318840579710145,0.7439613526570048,0.4074074074074074,16,154,53,11,897,744,234,39.18925213813782,2,RF,arc-1.csv,More1,16
16,0.7294685990338164,0.6502038851484375,0.19839115896680645,0.6499726327312534,0.6518756400285434,0.7037037037037037,0.3961352657004831,0.4545454545454546,0.29687500000000006,0.6153846153846154,0.38461538461538464,0.18811881188118812,0.6038647342995169,0.2962962962962963,19,125,82,8,907,754,234,41.647369623184204,2,RF,arc-1.csv,More1,17
17,0.7096976203256395,0.6266572399945882,0.18586982291197837,0.6252640473172792,0.6302450340985675,0.5555555555555556,0.28502415458937197,0.4120879120879121,0.29702970297029707,0.6965811965811965,0.3034188034188034,0.20270270270270271,0.714975845410628,0.4444444444444444,15,148,59,12,903,750,234,44.02867317199707,2,RF,arc-1.csv,More1,18
18,0.6760601180891036,0.6355937745768867,0.20647145910370826,0.6343283582089552,0.6408026367951926,0.5555555555555556,0.2608695652173913,0.423728813559322,0.3125,0.717948717948718,0.28205128205128205,0.21739130434782608,0.7391304347826086,0.4444444444444444,15,153,54,12,897,744,234,46.40305137634277,2,RF,arc-1.csv,More1,19
19,0.7227589908749329,0.670927762056502,0.2287945822084392,0.6711586735367948,0.6741395448731001,0.7407407407407407,0.3864734299516908,0.4807692307692307,0.31496062992125984,0.6282051282051282,0.3717948717948718,0.2,0.6135265700483091,0.25925925925925924,20,127,80,7,900,748,234,48.80632162094116,2,RF,arc-1.csv,More1,20
20,0.7156020755054571,0.6464489013993864,0.2065370474519865,0.646065100947672,0.6487115103997881,0.5925925925925926,0.2898550724637681,0.43478260869565216,0.3106796116504854,0.6965811965811965,0.3034188034188034,0.21052631578947367,0.7101449275362319,0.4074074074074074,16,147,60,11,903,750,234,51.224549531936646,2,RF,arc-1.csv,More1,21
21,0.7410985865092145,0.6738325381180609,0.23165620275160329,0.6738351254480287,0.6738740833369664,0.6666666666666666,0.3188405797101449,0.46874999999999994,0.3243243243243243,0.6794871794871795,0.32051282051282054,0.21428571428571427,0.6811594202898551,0.3333333333333333,18,141,66,9,898,746,234,53.65075969696045,2,RF,arc-1.csv,More1,22
22,0.7029880121667561,0.6362811090026896,0.18708257242215667,0.6358802127064092,0.6375835576504643,0.5925925925925926,0.3140096618357488,0.42328042328042326,0.2962962962962963,0.6752136752136753,0.3247863247863248,0.19753086419753085,0.6859903381642513,0.4074074074074074,16,142,65,11,899,746,234,56.02610468864441,2,RF,arc-1.csv,More1,23
23,0.7360887457505815,0.6127808456014133,0.18129546345760228,0.6094750320102433,0.619074161983382,0.5185185185185185,0.2608695652173913,0.39772727272727276,0.29473684210526313,0.7136752136752137,0.2863247863247863,0.20588235294117646,0.7391304347826086,0.48148148148148145,14,153,54,13,901,748,234,58.44630002975464,2,RF,arc-1.csv,More1,24
24,0.7130076936840222,0.6795025887681941,0.23687595170614073,0.6795529257067718,0.6799534784587353,0.7037037037037037,0.34299516908212563,0.4797979797979798,0.32478632478632474,0.6623931623931624,0.33760683760683763,0.2111111111111111,0.6570048309178744,0.2962962962962963,19,136,71,8,903,750,234,60.89743638038635,2,RF,arc-1.csv,More1,25
25,0.6800858829844337,0.6152059434426436,0.16269018753529985,0.6139213143104193,0.6173376251489812,0.5555555555555556,0.3140096618357488,0.398936170212766,0.2803738317757009,0.6709401709401709,0.32905982905982906,0.1875,0.6859903381642513,0.4444444444444444,15,142,65,12,902,750,234,63.391451835632324,2,RF,arc-1.csv,More1,26
26,0.6383073895151189,0.5916596197536279,0.13449055502918122,0.5888143176733781,0.594301079827076,0.5185185185185185,0.3188405797101449,0.37234042553191493,0.26168224299065423,0.6623931623931624,0.33760683760683763,0.175,0.6811594202898551,0.48148148148148145,14,141,66,13,898,746,234,65.7857735157013,2,RF,arc-1.csv,More1,27
27,0.6899266416174629,0.6503651579781845,0.21463539074359408,0.6500340831629174,0.6531096049062172,0.5925925925925926,0.28019323671497587,0.43956043956043955,0.31683168316831684,0.7051282051282052,0.2948717948717949,0.21621621621621623,0.7198067632850241,0.4074074074074074,16,149,58,11,902,750,234,68.20898723602295,2,RF,arc-1.csv,More1,28
28,0.6462694578636607,0.5793909813102102,0.17363366491477691,0.5681917211328975,0.5915852952595799,0.4444444444444444,0.21256038647342995,0.3658536585365854,0.2891566265060241,0.7478632478632479,0.25213675213675213,0.21428571428571427,0.7874396135265701,0.5555555555555556,12,163,44,15,898,746,234,70.58829951286316,2,RF,arc-1.csv,More1,29
29,0.7149758454106281,0.6404110716010005,0.19473727605055904,0.6399999999999999,0.6420578831241024,0.5925925925925926,0.30434782608695654,0.42780748663101614,0.3018867924528302,0.6837606837606838,0.3162393162393162,0.20253164556962025,0.6956521739130435,0.4074074074074074,16,144,63,11,896,744,234,72.96666407585144,2,RF,arc-1.csv,More1,30
0,0.8225101921956901,0.7171960383657676,0.4332117351385511,0.7201596806387225,0.7247998940602982,0.6470588235294118,0.18811881188118812,0.6214689265536724,0.5866666666666668,0.7703703703703704,0.22962962962962963,0.5365853658536586,0.8118811881188119,0.35294117647058826,22,82,19,12,960,814,135,2.819110155105591,2,RF,log4j-1.0.csv,More1,1
1,0.8504659289458357,0.6178099956783143,0.3924891816559383,0.6159110350727117,0.6475616196565266,0.47058823529411764,0.10891089108910891,0.4907975460122699,0.5245901639344261,0.7851851851851852,0.21481481481481482,0.5925925925925926,0.8910891089108911,0.5294117647058824,16,90,11,18,956,810,135,5.626216411590576,2,RF,log4j-1.0.csv,More1,2
2,0.8452242283051834,0.6661083753457179,0.38331850419788926,0.6684816753926701,0.6817361098483566,0.5588235294117647,0.16831683168316833,0.5523255813953488,0.5428571428571428,0.762962962962963,0.23703703703703705,0.5277777777777778,0.8316831683168316,0.4411764705882353,19,84,17,15,960,814,135,8.41142463684082,2,RF,log4j-1.0.csv,More1,3
3,0.7992137449039021,0.7292379871916127,0.4851652814111459,0.7353284104158571,0.7422674574914263,0.6470588235294118,0.1485148514851485,0.6358381502890175,0.619718309859155,0.8,0.2,0.5945945945945946,0.8514851485148515,0.35294117647058826,22,86,15,12,957,810,135,11.192636251449585,2,RF,log4j-1.0.csv,More1,4
4,0.8105707629586488,0.6880338545008466,0.4219076153587506,0.6924643584521385,0.7035975447302919,0.5882352941176471,0.15841584158415842,0.5813953488372092,0.5714285714285715,0.7777777777777778,0.2222222222222222,0.5555555555555556,0.8415841584158416,0.4117647058823529,20,85,16,14,960,812,135,14.004786252975464,2,RF,log4j-1.0.csv,More1,5
5,0.779120559114735,0.616337987467839,0.37661350067658406,0.6135286514433435,0.6439540059614711,0.47058823529411764,0.1188118811881188,0.4878048780487805,0.5161290322580646,0.7777777777777778,0.2222222222222222,0.5714285714285714,0.8811881188118812,0.5294117647058824,16,89,12,18,960,812,135,16.84679675102234,2,RF,log4j-1.0.csv,More1,6
6,0.8497379149679674,0.7020985305419116,0.5275440639214547,0.7148407148407148,0.7319960981529369,0.5882352941176471,0.0891089108910891,0.6060606060606061,0.6349206349206349,0.8296296296296296,0.17037037037037037,0.6896551724137931,0.9108910891089109,0.4117647058823529,20,92,9,14,969,822,135,19.698809385299683,2,RF,log4j-1.0.csv,More1,7
7,0.7052999417588818,0.580631189398424,0.1893769578409966,0.5730880929332043,0.5871860181564803,0.47058823529411764,0.26732673267326734,0.44692737430167595,0.4155844155844156,0.6666666666666666,0.3333333333333333,0.37209302325581395,0.7326732673267327,0.5294117647058824,16,74,27,18,965,818,135,22.50993776321411,2,RF,log4j-1.0.csv,More1,8
8,0.8663366336633664,0.6786759731995475,0.4697567848276258,0.6868849166499297,0.7056639149495804,0.5588235294117647,0.10891089108910891,0.572289156626506,0.59375,0.8074074074074075,0.1925925925925926,0.6333333333333333,0.8910891089108911,0.4411764705882353,19,90,11,15,964,816,135,25.308128118515015,2,RF,log4j-1.0.csv,More1,9
9,0.8549796156086196,0.714727520726872,0.4889341875364007,0.7228632896538237,0.7335856680990318,0.6176470588235294,0.12871287128712872,0.6176470588235294,0.6176470588235294,0.8074074074074075,0.1925925925925926,0.6176470588235294,0.8712871287128713,0.38235294117647056,21,88,13,13,960,814,135,28.063385725021362,2,RF,log4j-1.0.csv,More1,10
10,0.77417006406523,0.6661083753457179,0.38331850419788926,0.6684816753926701,0.6817361098483566,0.5588235294117647,0.16831683168316833,0.5523255813953488,0.5428571428571428,0.762962962962963,0.23703703703703705,0.5277777777777778,0.8316831683168316,0.4411764705882353,19,84,17,15,954,808,135,30.817699432373047,2,RF,log4j-1.0.csv,More1,11
11,0.8324111822947,0.6232999320501378,0.48326349358324433,0.6273215022699132,0.6653063193326605,0.47058823529411764,0.0594059405940594,0.5063291139240507,0.5714285714285714,0.8222222222222222,0.17777777777777778,0.7272727272727273,0.9405940594059405,0.5294117647058824,16,95,6,18,961,814,135,33.61786413192749,2,RF,log4j-1.0.csv,More1,12
12,0.8476994758299359,0.7669168000557494,0.477068046340053,0.7674815235929505,0.7679136162833576,0.7941176470588235,0.25742574257425743,0.7142857142857143,0.6206896551724137,0.7555555555555555,0.24444444444444444,0.5094339622641509,0.7425742574257426,0.20588235294117646,27,75,26,7,961,814,135,36.39109253883362,2,RF,log4j-1.0.csv,More1,13
