,BF_LR,BNaive_LR,BTCAplus_LR,BTNB_LR,CFPS_LR,DFAC_LR,DMDA-JFR_LR,EASC_LR,HISNN_LR,HSBF_LR,TCAplus_LR,TNB_LR
0,35\0\1,30\1\5,23\3\10,36\0\0,35\0\1,35\0\1,36\0\0,33\1\2,34\0\2,33\0\3,33\0\3,34\1\1
