,BF_NB,BNaive_NB,BTCAplus_NB,BTNB_NB,CFPS_NB,DFAC_NB,DMDA-JFR_NB,EASC_NB,HISNN_NB,HSBF_NB,TCAplus_NB,TNB_NB
0,34\1\1,13\6\17,11\5\20,35\0\1,30\0\6,31\0\5,25\1\10,31\0\5,33\0\3,26\1\9,22\4\10,31\2\3
