,BF_RF,BNaive_RF,BTCAplus_RF,BTNB_RF,CFPS_RF,DFAC_RF,DMDA-JRF_RF,EASC_RF,HISNN_RF,HSBF_RF,TCAplus_RF,TNB_RF
0,35\0\1,25\6\5,32\3\1,36\0\0,35\0\1,35\0\1,35\1\0,35\0\1,35\0\1,33\0\3,32\3\1,35\0\1
