,BF_LR,BNaive_LR,BTCAplus_LR,BTNB_LR,CFPS_LR,DFAC_LR,DMDA-JFR_LR,EASC_LR,HISNN_LR,HSBF_LR,TCAplus_LR,TNB_LR
0,33\0\3,19\5\12,8\5\23,35\1\0,32\1\3,33\0\3,36\0\0,32\1\3,33\1\2,28\2\6,35\0\1,32\3\1
