,BF_NB,BNaive_NB,BTCAplus_NB,BTNB_NB,CFPS_NB,DFAC_NB,DMDA-JFR_NB,EASC_NB,HISNN_NB,HSBF_NB,TCAplus_NB,TNB_NB
0,32\1\3,22\6\8,22\4\10,36\0\0,29\2\5,33\0\3,29\5\2,33\0\3,34\1\1,27\3\6,25\5\6,35\0\1
