,BF_RF,BNaive_RF,BTCAplus_RF,BTNB_RF,CFPS_RF,DFAC_RF,DMDA-JRF_RF,EASC_RF,HISNN_RF,HSBF_RF,TCAplus_RF,TNB_RF
0,34\0\2,17\9\10,30\3\3,35\0\1,33\1\2,34\0\2,34\2\0,34\0\2,34\1\1,33\1\2,36\0\0,34\0\2
